"","ageph","postal","freq","agecar","sexph","fuel","split","use","fleet","sportc","cover","power","claimAm","long","lat","logclaimAm","group_ageph"
"40970",37,5190,1,"2-5","Female","Gasoil","Thrice","Private","No","No","MTPL+++","<66",892.41668918,4.66580571523311,50.4717078649767,6.79393316384025,"[37,42)"
"40989",49,6000,1,">10","Female","Gasoil","Monthly","Private","No","No","MTPL","<66",72.781538873,4.4383532510193,50.4167838476249,4.2874623361347,"[46,50)"
"40998",40,6000,1,">10","Female","Petrol","Thrice","Private","No","No","MTPL","<66",3021.8716457,4.4383532510193,50.4167838476249,8.01363166863484,"[37,42)"
"41002",34,6000,1,"2-5","Female","Gasoil","Twice","Private","No","No","MTPL","<66",145.01771199,4.4383532510193,50.4167838476249,4.97685588661584,"[33,37)"
"41013",27,6180,1,">10","Female","Petrol","Twice","Private","No","No","MTPL","<66",209.6435539,4.36150371786195,50.4614535256081,5.34540872618486,"[25,29)"
"41027",45,6800,2,"6-10","Female","Gasoil","Once","Private","No","No","MTPL","<66",1158.9270177,5.41199274796739,49.9463043480379,7.05524987129666,"[42,46)"
"41037",38,7000,1,"6-10","Female","Gasoil","Thrice","Private","No","No","MTPL","<66",150.37221213,3.95800996174605,50.456351410773,5.01311363467161,"[37,42)"
"41038",49,7000,1,"2-5","Female","Gasoil","Once","Private","No","No","MTPL","<66",156.22249931,3.95800996174605,50.456351410773,5.05128126870992,"[46,50)"
"41039",27,7000,1,"6-10","Female","Petrol","Twice","Private","No","No","MTPL","<66",163.41141153,3.95800996174605,50.456351410773,5.09627101799224,"[25,29)"
"41056",48,7100,1,"2-5","Female","Gasoil","Twice","Private","No","No","MTPL","<66",230.98718638,4.16727576894823,50.4673715457051,5.44236223876681,"[46,50)"
"41059",59,7120,1,"6-10","Female","Gasoil","Once","Private","No","No","MTPL","<66",149.97558249,4.09004798485153,50.3787603448418,5.0104724974456,"[56,65)"
"41060",46,7130,1,">10","Female","Gasoil","Once","Private","No","No","MTPL","<66",1426.3793415,4.11090790204592,50.4249413041868,7.26289458347995,"[46,50)"
"41068",47,7160,1,"2-5","Female","Gasoil","Once","Private","Yes","No","MTPL+++","<66",64.625841908,4.27688265863588,50.4617474399555,4.16861436033368,"[46,50)"
"41081",56,7340,1,">10","Female","Petrol","Twice","Private","No","No","MTPL","<66",778.58398261,3.83370510720478,50.4058598865612,6.65747686292519,"[56,65)"
"41085",28,7350,2,">10","Female","Gasoil","Twice","Private","No","No","MTPL","<66",3049.4374056,3.70332443369854,50.4358655646687,8.02271239540681,"[25,29)"
"41089",30,7387,1,">10","Female","Petrol","Twice","Private","No","No","MTPL","<66",1421.421471,3.71429693712789,50.3515029869989,7.25941268580847,"[29,33)"
"41097",32,7600,1,">10","Female","Petrol","Twice","Private","No","No","MTPL","<66",150.37221213,3.58144026632884,50.5121310590996,5.01311363467161,"[29,33)"
"41100",47,7600,1,">10","Female","Petrol","Thrice","Private","No","No","MTPL","<66",1223.8503318,3.58144026632884,50.5121310590996,7.10975717765454,"[46,50)"
"41108",27,7700,1,"2-5","Female","Gasoil","Twice","Private","No","No","MTPL+","<66",743.68057432,3.21269178912139,50.7430600063497,6.61161160705078,"[25,29)"
"41122",29,7800,1,">10","Female","Gasoil","Thrice","Private","No","No","MTPL","<66",1491.0051835,3.77463496345669,50.6347780107297,7.30720579128452,"[29,33)"
"41126",35,7890,1,">10","Female","Petrol","Twice","Private","No","No","MTPL","<66",131.97851259,3.68838816911269,50.7206395995075,4.88263912592662,"[33,37)"
"41135",38,8400,1,">10","Female","Gasoil","Twice","Private","No","No","MTPL","<66",1380.1471992,2.91536259023205,51.2099252385326,7.22994543854978,"[37,42)"
"41138",29,8450,2,"2-5","Female","Gasoil","Twice","Private","No","No","MTPL","<66",16018.036733,2.96685958701588,51.2368598225354,9.68147066211361,"[29,33)"
"41176",53,9070,2,"6-10","Female","Petrol","Twice","Private","No","No","MTPL","66-110",2656.7988518,3.79900151375198,51.0443803877298,7.8848772378884,"[50,56)"
"41185",45,9280,1,"2-5","Female","Gasoil","Once","Private","No","No","MTPL","<66",150.37221213,4.1081742401403,50.9927132855062,5.01311363467161,"[42,46)"
"41187",30,9400,1,"6-10","Female","Gasoil","Once","Private","No","No","MTPL","<66",746.40740309,3.9920638209427,50.8234095122427,6.61527156787891,"[29,33)"
"41189",53,9600,1,"2-5","Female","Gasoil","Once","Private","No","No","MTPL+++","<66",64.625841908,3.59685030024239,50.7496565854546,4.16861436033368,"[50,56)"
"41201",51,9900,1,"6-10","Female","Petrol","Once","Private","No","No","MTPL","66-110",80.292712674,3.55172670236164,51.1943175642957,4.38567886557679,"[50,56)"
"41203",33,1000,2,">10","Female","Petrol","Thrice","Private","No","No","MTPL","<66",1582.1556325,4.35648858579462,50.8448418225847,7.36654352054326,"[33,37)"
"41207",36,1070,1,"2-5","Female","Gasoil","Monthly","Private","No","No","MTPL+++","<66",5741.5610847,4.28236829549573,50.8289657408843,8.65548641831318,"[33,37)"
"41214",70,1080,1,"6-10","Female","Petrol","Twice","Private","Yes","No","MTPL+++","66-110",1202.3331739,4.30807990267473,50.8553894662027,7.09201925963215,"[65,100]"
"41215",44,1080,2,"6-10","Female","Petrol","Twice","Private","No","No","MTPL","66-110",1403.622716,4.30807990267473,50.8553894662027,7.24681182767613,"[42,46)"
"41220",51,1140,1,"0-1","Female","Petrol","Monthly","Private","No","No","MTPL+","66-110",74.293689375,4.39800349325113,50.8700912873157,4.30802601372897,"[50,56)"
"41221",49,1140,1,"2-5","Female","Gasoil","Once","Private","No","No","MTPL+++","<66",221.71596856,4.39800349325113,50.8700912873157,5.40139714181368,"[46,50)"
"41231",28,1170,1,"2-5","Female","Petrol","Twice","Private","No","No","MTPL+++","66-110",64.625841908,4.41291759803468,50.792934988544,4.16861436033368,"[25,29)"
"41232",37,1180,1,"2-5","Female","Petrol","Once","Private","No","No","MTPL+","66-110",1679.5529984,4.35081703057296,50.7896898188678,7.42628296461282,"[37,42)"
"41236",26,1190,1,">10","Female","Petrol","Monthly","Private","No","No","MTPL","<66",762.9914799,4.31386739993813,50.8140153943411,6.63724686464282,"[25,29)"
"41237",35,1190,1,"2-5","Female","Petrol","Twice","Private","No","No","MTPL+","66-110",59.990232995,4.31386739993813,50.8140153943411,4.09418176555478,"[33,37)"
"41239",44,1310,1,"0-1","Female","Petrol","Monthly","Private","No","No","MTPL+","66-110",65.072050253,4.45419821403794,50.7361608178402,4.17549512143221,"[42,46)"
"41291",75,2000,1,"0-1","Female","Gasoil","Once","Private","No","No","MTPL+++","66-110",4.4620834459,4.38841821750176,51.215508128703,1.49561579729222,"[65,100]"
"41311",30,2200,1,">10","Female","Gasoil","Once","Private","No","No","MTPL","<66",20594.994038,4.81702352933596,51.1637876551018,9.9328033173824,"[29,33)"
"41332",31,2570,1,"6-10","Female","Gasoil","Once","Private","Yes","No","MTPL","<66",125.68201706,4.50357713813933,51.0958261566717,4.83375504299108,"[29,33)"
"41339",31,2640,1,"6-10","Female","Gasoil","Once","Private","No","No","MTPL","<66",16.856759685,4.45033782184932,51.1745790054527,2.82475174460116,"[29,33)"
"41352",36,2900,1,"2-5","Female","Gasoil","Monthly","Private","No","No","MTPL+++","66-110",68.691295715,4.49775917263257,51.2642195459716,4.22962249127397,"[33,37)"
"41358",46,2940,2,"6-10","Female","Petrol","Monthly","Private","No","No","MTPL","66-110",2459.897025,4.36648824039595,51.328254029759,7.80787476829417,"[46,50)"
"41359",36,2950,1,"6-10","Female","Gasoil","Monthly","Private","No","No","MTPL","<66",573.47688021,4.43311594139092,51.3339394456582,6.35171762226074,"[33,37)"
"41367",44,3000,1,"6-10","Female","Petrol","Once","Private","No","No","MTPL","<66",1426.3793415,4.69711028609935,50.8758536071319,7.26289458347995,"[42,46)"
"41369",28,3020,1,"2-5","Female","Gasoil","Once","Private","Yes","No","MTPL+","<66",150.37221213,4.63607622702582,50.9106465817499,5.01311363467161,"[25,29)"
"41378",53,3110,1,"6-10","Female","Gasoil","Monthly","Private","No","No","MTPL+++","<66",2511.9546652,4.71941462942485,50.9568294831946,7.82881648013224,"[50,56)"
"41381",37,3140,1,"2-5","Female","Gasoil","Monthly","Private","No","No","MTPL+++","66-110",7.4368057432,4.64370165975895,51.0050184167418,2.00644142106269,"[37,42)"
"41386",47,3300,1,"2-5","Female","Gasoil","Once","Private","No","No","MTPL+","66-110",39.910857488,4.93139192077221,50.8117545442601,3.6866484043723,"[46,50)"
"41392",43,3580,1,"6-10","Female","Petrol","Once","Private","No","No","MTPL+","<66",1239.4676239,5.21215580845061,51.0466956265138,7.12243723084366,"[42,46)"
"41395",46,3630,1,"6-10","Female","Gasoil","Monthly","Private","No","No","MTPL+","<66",3302.1896435,5.65932244841685,50.9734663436712,8.10234105575031,"[46,50)"
"41404",39,4000,1,"2-5","Female","Gasoil","Monthly","Private","No","No","MTPL","<66",113.26255147,5.55794515210474,50.6472499713739,4.72970858797915,"[37,42)"
"41415",37,4260,1,"2-5","Female","Gasoil","Monthly","Private","No","No","MTPL+++","66-110",1088.8723076,5.13214631608524,50.611827784192,6.99289785949222,"[37,42)"
"41434",35,4610,1,"6-10","Female","Gasoil","Once","Private","No","No","MTPL+","<66",72.608013406,5.65110836594125,50.6288540140746,4.28507529323272,"[33,37)"
"41445",29,4920,2,">10","Female","Gasoil","Monthly","Private","No","No","MTPL","<66",341.05191138,5.69102614873746,50.4575470396329,5.83203469848321,"[29,33)"
"41446",51,5000,1,">10","Female","Petrol","Monthly","Private","No","No","MTPL","66-110",84.630849358,4.8594592952501,50.4614444975032,4.43829884976541,"[50,56)"
"41451",37,5030,1,">10","Female","Gasoil","Twice","Private","No","No","MTPL","<66",3029.3084514,4.6950931528798,50.5669266746439,8.01608963859272,"[37,42)"
"41474",42,6000,1,">10","Female","Gasoil","Monthly","Private","No","No","MTPL","<66",1611.307911,4.4383532510193,50.4167838476249,7.38480149526771,"[42,46)"
"41476",63,6000,2,">10","Female","Gasoil","Twice","Private","Yes","No","MTPL","<66",3166.8893577,4.4383532510193,50.4167838476249,8.06050510993215,"[56,65)"
"41501",26,6530,1,"2-5","Female","Gasoil","Once","Private","No","No","MTPL+","<66",145.01771199,4.28068871297459,50.3395614527279,4.97685588661584,"[25,29)"
"41508",44,6740,1,">10","Female","Petrol","Once","Private","No","No","MTPL","<66",158.99890679,5.57900610958511,49.6661529335656,5.068897326662,"[42,46)"
"41517",42,7000,1,"6-10","Female","Gasoil","Twice","Private","No","No","MTPL+","<66",149.92600378,3.95800996174605,50.456351410773,5.01014186424643,"[42,46)"
"41532",41,7140,1,"2-5","Female","Gasoil","Twice","Private","No","No","MTPL+","66-110",64.625841908,4.22552550131867,50.4567074181848,4.16861436033368,"[37,42)"
"41540",29,7330,1,"6-10","Female","Gasoil","Monthly","Private","No","No","MTPL+","<66",3222.6158221,3.80693495541922,50.4506485752801,8.07794867585869,"[29,33)"
"41542",54,7330,1,"2-5","Female","Gasoil","Twice","Private","No","No","MTPL+","<66",5997.9821467,3.80693495541922,50.4506485752801,8.69917838276234,"[50,56)"
"41543",44,7330,1,">10","Female","Petrol","Thrice","Private","No","No","MTPL","66-110",64.625841908,3.80693495541922,50.4506485752801,4.16861436033368,"[42,46)"
"41553",39,7600,1,"6-10","Female","Gasoil","Once","Private","No","No","MTPL+","<66",145.01771199,3.58144026632884,50.5121310590996,4.97685588661584,"[37,42)"
"41565",39,7830,1,"6-10","Female","Gasoil","Monthly","Private","No","No","MTPL+","<66",68.666506362,3.94868817946778,50.6485324185019,4.22926154558477,"[37,42)"
"41566",39,7860,1,"2-5","Female","Gasoil","Once","Private","No","No","MTPL","<66",64.625841908,3.81682377252028,50.7078823189901,4.16861436033368,"[37,42)"
"41570",52,7910,1,">10","Female","Petrol","Once","Private","No","No","MTPL","66-110",3021.8716457,3.53494636848508,50.6911337307889,8.01363166863484,"[50,56)"
"41571",48,7940,1,"6-10","Female","Gasoil","Once","Private","No","No","MTPL+++","<66",64.625841908,3.86080248255353,50.5928633287409,4.16861436033368,"[46,50)"
"41590",31,8500,1,"6-10","Female","Gasoil","Once","Private","Yes","No","MTPL+","<66",1268.7190598,3.26599445268688,50.8154770171782,7.14576305612821,"[29,33)"
"41612",34,8900,1,">10","Female","Gasoil","Thrice","Private","No","No","MTPL","<66",6569.1784065,2.86091858557072,50.8496371004073,8.79014405137586,"[33,37)"
"41655",35,9700,2,">10","Female","Gasoil","Twice","Private","No","No","MTPL","<66",308.03249388,3.61035321921303,50.853308833438,5.73020527701927,"[33,37)"
"41674",57,1000,1,"0-1","Female","Petrol","Once","Private","No","No","MTPL","<66",155.77629097,4.35648858579462,50.8448418225847,5.04842094579765,"[56,65)"
"41679",36,1000,1,"0-1","Female","Petrol","Twice","Private","No","No","MTPL","<66",534.08659912,4.35648858579462,50.8448418225847,6.28055799644866,"[33,37)"
"41683",33,1030,1,"6-10","Female","Petrol","Monthly","Private","No","No","MTPL+","<66",5413.1269537,4.37594326492189,50.861628301487,8.59658220000431,"[33,37)"
"41689",47,1030,1,"2-5","Female","Petrol","Once","Private","No","No","MTPL+++","<66",64.625841908,4.37594326492189,50.861628301487,4.16861436033368,"[46,50)"
"41690",25,1030,2,"2-5","Female","Petrol","Thrice","Private","No","No","MTPL","<66",434.06156188,4.37594326492189,50.861628301487,6.07318637169075,"[25,29)"
"41691",26,1040,2,"0-1","Female","Petrol","Monthly","Professional","No","No","MTPL+++","<66",3557.2225018,4.38399916434589,50.8327799215246,8.17673532321109,"[25,29)"
"41709",44,1050,2,"6-10","Female","Petrol","Twice","Private","No","No","MTPL+","<66",3713.3458437,4.36698780528209,50.8223368893053,8.21968859384699,"[42,46)"
"41712",32,1060,1,"6-10","Female","Gasoil","Monthly","Private","No","No","MTPL","<66",74.095374555,4.33373526320972,50.8295893025831,4.30535310869381,"[29,33)"
"41726",20,1070,1,"0-1","Female","Petrol","Once","Private","No","No","MTPL+","<66",64.625841908,4.28236829549573,50.8289657408843,4.16861436033368,"[0,25)"
"41731",24,1080,1,">10","Female","Gasoil","Monthly","Private","No","No","MTPL","<66",2320.1098664,4.30807990267473,50.8553894662027,7.74936981974598,"[0,25)"
"41734",39,1080,1,"2-5","Female","Petrol","Once","Professional","Yes","No","MTPL+","<66",64.625841908,4.30807990267473,50.8553894662027,4.16861436033368,"[37,42)"
"41753",53,1090,1,"0-1","Female","Petrol","Monthly","Private","No","No","MTPL+++","<66",1632.2549139,4.31078952102538,50.8815964170915,7.39771772056918,"[50,56)"
"41755",43,1090,1,">10","Female","Petrol","Twice","Private","No","No","MTPL","<66",867.62733671,4.31078952102538,50.8815964170915,6.76576228688188,"[42,46)"
"41757",32,1140,1,"6-10","Female","Petrol","Monthly","Private","No","No","MTPL","<66",9419.9539414,4.39800349325113,50.8700912873157,9.15058547811047,"[29,33)"
"41774",66,1150,1,"2-5","Female","Petrol","Once","Private","No","No","MTPL+++","<66",455.50435177,4.43225411401803,50.8312367151221,6.12140527048533,"[65,100]"
"41776",51,1160,1,"6-10","Female","Petrol","Monthly","Private","No","No","MTPL","<66",2473.9277985,4.42757951558676,50.8102713392462,7.81356236841177,"[50,56)"
"41778",23,1160,1,"2-5","Female","Petrol","Monthly","Private","No","No","MTPL+","<66",65.691784065,4.42757951558676,50.8102713392462,4.18497386538777,"[0,25)"
"41782",69,1160,1,"6-10","Female","Petrol","Once","Private","No","No","MTPL+","<66",344.27452721,4.42757951558676,50.8102713392462,5.84143938332055,"[65,100]"
"41786",42,1170,1,"2-5","Female","Petrol","Monthly","Private","No","No","MTPL+++","<66",70.798390675,4.41291759803468,50.792934988544,4.25983626986223,"[42,46)"
"41795",72,1170,1,"6-10","Female","Petrol","Twice","Private","No","No","MTPL+","<66",329.77275601,4.41291759803468,50.792934988544,5.79840379910263,"[65,100]"
"41796",37,1170,1,"6-10","Female","Petrol","Twice","Private","No","No","MTPL+","<66",1426.3793415,4.41291759803468,50.792934988544,7.26289458347995,"[37,42)"
"41806",55,1180,1,"2-5","Female","Petrol","Once","Private","No","No","MTPL+","<66",1442.5419994,4.35081703057296,50.7896898188678,7.27416211366031,"[50,56)"
"41809",38,1180,1,"0-1","Female","Petrol","Monthly","Private","No","No","MTPL","<66",1888.7007652,4.35081703057296,50.7896898188678,7.54364444584812,"[37,42)"
"41812",44,1180,1,"0-1","Female","Petrol","Monthly","Private","No","No","MTPL+++","<66",6.5195997015,4.35081703057296,50.7896898188678,1.87481297857832,"[42,46)"
"41840",42,1210,1,"2-5","Female","Petrol","Once","Private","No","No","MTPL+++","<66",61.874223783,4.35903075972769,50.8537241112393,4.12510367588895,"[42,46)"
"41846",69,1300,1,"2-5","Female","Petrol","Once","Private","No","No","MTPL","<66",142.19172581,4.58592538809135,50.7155589261145,4.95717632868606,"[65,100]"
"41861",34,1330,1,"6-10","Female","Petrol","Monthly","Private","No","No","MTPL+","<66",74.095374555,4.51746249020782,50.7122712636125,4.30535310869381,"[33,37)"
"41868",75,1330,1,"6-10","Female","Petrol","Once","Private","No","No","MTPL+","<66",155.77629097,4.51746249020782,50.7122712636125,5.04842094579765,"[65,100]"
"41873",62,1340,1,">10","Female","Petrol","Monthly","Private","No","No","MTPL","<66",616.36246,4.55665447113931,50.6715246702147,6.42383519957968,"[56,65)"
"41883",31,1370,1,"2-5","Female","Petrol","Once","Private","No","No","MTPL+","<66",145.01771199,4.84997610848836,50.7285631805344,4.97685588661584,"[29,33)"
"41893",51,1400,2,">10","Female","Petrol","Once","Private","No","No","MTPL","<66",735.12824772,4.31374250621725,50.5915115775348,6.60004497068568,"[50,56)"
"41901",26,1420,1,"6-10","Female","Petrol","Once","Professional","No","No","MTPL","<66",1611.307911,4.34807985922446,50.691982356108,7.38480149526771,"[25,29)"
"41911",33,1420,2,">10","Female","Petrol","Twice","Private","No","No","MTPL","<66",1067.9748834,4.34807985922446,50.691982356108,6.97351950182787,"[33,37)"
"41915",24,1420,1,"6-10","Female","Petrol","Once","Private","No","No","MTPL+","<66",155.97460579,4.34807985922446,50.691982356108,5.04969321060145,"[0,25)"
"41936",23,1480,1,"6-10","Female","Gasoil","Twice","Private","No","No","MTPL+","<66",6066.5494957,4.17980537326721,50.6900776832912,8.71054527031466,"[0,25)"
"41950",27,1630,1,"6-10","Female","Petrol","Once","Private","Yes","No","MTPL+","<66",150.37221213,4.33521382838845,50.7677723333653,5.01311363467161,"[25,29)"
"41962",43,1700,1,"2-5","Female","Petrol","Once","Private","No","No","MTPL+","<66",74.070585202,4.22888220249843,50.8588923610084,4.30501849265552,"[42,46)"
"41963",29,1700,1,"6-10","Female","Petrol","Once","Private","No","No","MTPL","<66",1611.307911,4.22888220249843,50.8588923610084,7.38480149526771,"[29,33)"
